,filename,text,emotion,processed_text,AWL,ASL,NOW,NVB,NAJ,NPV,NST,CDV,NTP,TPR
5093,Ses03M_script01_3_F009,"Yeah.  I know they would, especially your mother.",xxx,yeah . i know they would especially your mother .,4.0,5.0,10,1,0,0,2,5.0,0,0.0
5094,Ses03M_script01_3_M006,How did you know?,xxx,how did you know ?,2.8,5.0,5,2,0,0,1,0.0,0,0.0
5095,Ses03M_script01_3_F010,"Well what other reason, from her point of view, would I be coming here?",xxx,well what other reason from her point of view would i be coming here ?,3.7333333333333334,15.0,15,3,1,0,1,3.75,0,0.0
5096,Ses03M_script01_3_M007,"So, would you want to?",xxx,so would you want to ?,2.8333333333333335,6.0,6,1,0,0,1,0.0,0,0.0
5097,Ses03M_script01_3_M008,"I mean, that's the reason why I asked you here.",hap,i mean that s the reason why i asked you here .,3.0,12.0,12,3,1,0,1,6.0,0,0.0
5098,Ses03M_script01_3_F011,"Well,",hap,well ,4.0,1.0,1,0,0,0,1,0.0,0,0.0
5099,Ses03M_script01_3_M009,Oh Annie.  I love you.  I love you a great deal.,xxx,oh annie . i love you . i love you a great deal .,2.5714285714285716,4.666666666666667,14,4,1,0,3,2.8,1,0.07142857142857142
5100,Ses03M_script01_3_M010,I love you.,hap,i love you .,2.25,4.0,4,1,0,0,1,4.0,0,0.0
5101,Ses03M_script01_3_F012,I guess that's why I came.,hap,i guess that s why i came .,2.5,8.0,8,2,1,0,1,8.0,0,0.0
5102,Ses03M_script01_3_M011,I don't...I have no imagination that's the only way I know how to tell it.,xxx,i don t . . .i have no imagination that s the only way i know how to tell it .,2.761904761904762,21.0,21,5,2,0,1,21.0,0,0.0
5103,Ses03M_script01_3_M012,I'm embarrassing you.  I didn't want to tell you this here.  I wanted to drive someplace brand new where we'd be brand new to each other.  It feels wrong here don't you?,xxx,i m embarrassing you . i didn t want to tell you this here . i wanted to drive someplace brand new where we d be brand new to each other . it feels wrong here don t you ?,3.275,10.0,40,12,5,0,4,5.0,0,0.0
5104,Ses03M_script01_3_M013,"This yard and this chair.  I don't want to win you from anything, I want you to be ready for me.",xxx,this yard and this chair . i don t want to win you from anything i want you to be ready for me .,3.0416666666666665,12.0,24,5,3,0,2,6.0,0,0.0
5105,Ses03M_script01_3_F013,"Look, I've been ready for a long, long time now.",hap,look i ve been ready for a long long time now .,3.0,12.0,12,2,4,0,1,3.0,0,0.0
5106,Ses03M_script01_3_M014,"Then he's gone forever, you sure?",xxx,then he s gone forever you sure ?,3.25,8.0,8,3,0,1,1,8.0,0,0.0
5107,Ses03M_script01_3_F014,"Look, I almost got married two years ago.",hap,look i almost got married two years ago .,3.6666666666666665,9.0,9,2,1,1,1,3.0,0,0.0
5108,Ses03M_script01_3_M015,Why didn't you?,xxx,why didn t you ?,2.4,5.0,5,0,0,0,1,0.0,0,0.0
5109,Ses03M_script01_3_F015,You started to write me.,hap,you started to write me .,3.3333333333333335,6.0,6,2,0,0,1,3.0,0,0.0
5110,Ses03M_script01_3_M016,You felt something that far back.,hap,you felt something that far back .,4.0,7.0,7,1,0,0,1,3.5,0,0.0
5111,Ses03M_script01_3_F016,Every day since.,hap,every day since .,3.5,4.0,4,0,0,0,1,4.0,0,0.0
5112,Ses03M_script01_3_M017,Why didn't you let me know?,xxx,why didn t you let me know ?,2.625,8.0,8,2,0,0,1,0.0,0,0.0
5113,Ses03M_script01_3_F017,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",hap,i was waiting for you chris i mean till then you never wrote and then when you did what did you say ?,3.4347826086956523,23.0,23,8,1,0,1,7.666666666666667,0,0.0
5114,Ses03M_script01_3_F018,You'd always be so ambiguous.,hap,you d always be so ambiguous .,3.4285714285714284,7.0,7,2,1,0,1,7.0,0,0.0
5115,Ses03M_script01_3_M018,"Give me a kiss Ann, just give me...",hap,give me a kiss ann just give me . . .,2.4545454545454546,11.0,11,2,1,0,1,2.75,0,0.0
5116,Ses03M_script01_3_M019,"Oh God.  Annie, I kissed Annie.  I kissed Annie.",exc,oh god . annie i kissed annie . i kissed annie .,3.0833333333333335,4.0,12,2,1,0,3,2.0,3,0.25
5117,Ses03M_script01_3_F019,I'll never forgive you for that.,hap,i ll never forgive you for that .,3.25,8.0,8,2,0,0,1,8.0,0,0.0
5118,Ses03M_script01_3_M020,"How long, how long I've been waiting to do that.",xxx,how long how long i ve been waiting to do that .,3.0833333333333335,12.0,12,4,2,0,1,4.0,0,0.0
5119,Ses03M_script01_3_F020,"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",hap,i mean why did you wait all these years ? there i was sitting around and wondering if i was crazy for thinking about you .,3.730769230769231,13.0,26,8,2,0,2,5.2,0,0.0
5120,Ses03M_script01_3_M021,We're going to live now.  I'm going to make you so happy.,hap,we re going to live now . i m going to make you so happy .,2.6875,8.0,16,6,1,0,2,5.333333333333333,0,0.0
5121,Ses03M_script01_3_F021,Not like that you're not.,hap,not like that you re not .,2.857142857142857,7.0,7,1,0,0,1,0.0,0,0.0
5122,Ses03M_script01_3_M022,I kissed you.,xxx,i kissed you .,2.75,4.0,4,1,0,0,1,4.0,0,0.0
5123,Ses03M_script01_3_F022,Like Larry's brother.  Do it like you Chris.,xxx,like larry s brother . do it like you chris .,3.1818181818181817,5.5,11,3,1,0,2,3.6666666666666665,0,0.0
5124,Ses03M_script01_3_M023,"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",sad,nothing . hey let s drive somewhere . i want to be alone with you .,3.25,5.333333333333333,16,3,1,0,3,8.0,0,0.0
5125,Ses03M_script01_3_F023,What is it?,xxx,what is it ?,2.25,4.0,4,1,0,0,1,0.0,0,0.0
5126,Ses03M_script01_3_F024,"No, what is it?  Your mother?",xxx,no what is it ? your mother ?,2.75,4.0,8,1,0,0,2,8.0,0,0.0
5127,Ses03M_script01_3_M024,"No, nothing, nothing like that.",xxx,no nothing nothing like that .,4.166666666666667,6.0,6,0,0,0,1,0.0,0,0.0
5128,Ses03M_script01_3_F025,"Tell me what's wrong.  I mean, even in your letters you seemed ashamed.",xxx,tell me what s wrong . i mean even in your letters you seemed ashamed .,3.5,8.0,16,5,2,0,2,5.333333333333333,0,0.0
5129,Ses03M_script01_3_M025,"Well, yes I guess I've been ashamed but, it's going from me.",xxx,well yes i guess i ve been ashamed but it s going from me .,3.0,15.0,15,5,1,0,1,7.5,0,0.0
5130,Ses03M_script01_3_F026,You got to tell me.,xxx,you got to tell me .,2.5,6.0,6,2,0,0,1,0.0,0,0.0
5131,Ses03M_script01_3_M026,I don't know where to start.,xxx,i don t know where to start .,2.75,8.0,8,3,1,0,1,8.0,0,0.0
5132,Ses03M_script01_3_F027,Okay.  It wouldn't work like this?,xxx,okay . it wouldn t work like this ?,3.0,4.5,9,1,1,0,2,9.0,0,0.0
5133,Ses03M_script01_3_M027,You remember overseas I was in command of a company?,sad,you remember overseas i was in command of a company ?,3.909090909090909,11.0,11,2,1,0,1,2.75,0,0.0
5134,Ses03M_script01_3_F028,"Yeah, sure.",xxx,yeah sure .,3.0,3.0,3,0,1,0,1,0.0,0,0.0
5135,Ses03M_script01_3_M028,Well I lost them.,sad,well i lost them .,2.8,5.0,5,1,0,0,1,5.0,0,0.0
5136,Ses03M_script01_3_F029,How many?,sad,how many ?,2.6666666666666665,3.0,3,0,1,0,1,0.0,0,0.0
5137,Ses03M_script01_3_M029,Just about all.,sad,just about all .,3.25,4.0,4,0,0,0,1,0.0,0,0.0
5138,Ses03M_script01_3_F030,Geez.,sad,geez .,2.5,2.0,2,0,0,0,1,2.0,1,0.5
5139,Ses03M_script01_3_M030,Takes a little while to toss that off cause they weren't just men.,sad,takes a little while to toss that off cause they weren t just men .,3.533333333333333,15.0,15,3,1,0,1,7.5,0,0.0
5140,Ses03M_script01_3_M031,"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",sad,for instance one time this . . .it had been raining several days and this one kid he came up to me he gave me his last pair of dry socks put them in my pocket .,3.3513513513513513,37.0,37,6,3,0,1,3.3636363636363638,0,0.0
5141,Ses03M_script01_3_M032,"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.",sad,that s just a little thing but that s the kind of guys i had . they didn t just die they killed themselves for each other and i mean that exactly .,3.484848484848485,16.5,33,7,4,0,2,11.0,1,0.030303030303030304
5142,Ses03M_script01_3_M033,A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,sad,a little more selfish and they d still be here today . and i got this idea watching them go down . see everything was being destroyed but there was one new thing that was being created .,3.9210526315789473,12.666666666666666,38,13,5,2,3,6.333333333333333,0,0.0
5143,Ses03M_script01_3_M034,"It was a kind of responsibility, man for man.  You understand me?",sad,it was a kind of responsibility man for man . you understand me ?,3.7142857142857144,7.0,14,2,0,0,2,4.666666666666667,0,0.0
5144,Ses03M_script01_3_M035,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,sad,and to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him .,3.7567567567567566,37.0,37,5,0,0,1,4.111111111111111,0,0.0
5145,Ses03M_script01_3_M036,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,sad,and then i came here and it was incredible . there was no meaning in it here . the whole thing to them was a kind of bus accident .,3.4,10.0,30,5,3,0,3,6.0,0,0.0
5146,Ses03M_script01_3_M037,"And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.",sad,and i went to work with dad and that rat race again and i felt what you said ashamed . somehow because nobody was changed at all .,3.6785714285714284,14.0,28,9,0,1,2,4.0,0,0.0
5147,Ses03M_script01_3_M038,"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",sad,it seemed to make a sucker out of a lot of guys . i felt wrong to be alive . i felt wrong to have that new checkbook ,3.1785714285714284,9.333333333333334,28,6,4,0,3,2.8,2,0.07142857142857142
5148,Ses03M_script01_3_M039,"open that new bank account, drive the new car and see the new refrigerator",sad,open that new bank account drive the new car and see the new refrigerator,4.285714285714286,14.0,14,3,3,0,1,2.3333333333333335,0,0.0
5149,Ses03M_script01_3_M040,"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",sad,cause you can take those things out of the war . but you got to know when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that .,3.2448979591836733,24.5,49,8,1,0,2,9.8,0,0.0
5150,Ses03M_script01_3_M041,Otherwise what you have is loot and there's blood on it.,sad,otherwise what you have is loot and there s blood on it .,3.4615384615384617,13.0,13,2,1,0,1,6.5,0,0.0
5151,Ses03M_script01_3_M042,And I didn't want to take any of it and I guess that included you.,sad,and i didn t want to take any of it and i guess that included you .,3.0,17.0,17,6,0,0,1,8.5,0,0.0
5152,Ses03M_script01_3_F031,And you still feel that way?,sad,and you still feel that way ?,3.2857142857142856,7.0,7,1,0,0,1,7.0,0,0.0
5153,Ses03M_script01_3_M043,I want you now Annie.,xxx,i want you now annie .,2.8333333333333335,6.0,6,2,0,0,1,6.0,1,0.16666666666666666
5154,Ses03M_script01_3_F032,Cause you must not feel that way again.  You hear me?  You can't.  You deserve everything you have Chris.,xxx,cause you must not feel that way again . you hear me ? you can t . you deserve everything you have chris .,3.4583333333333335,8.0,24,6,0,0,3,6.0,0,0.0
5155,Ses03M_script01_3_F033,"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",sad,that includes me too i mean and the money you have right to that money . your father put planes up in the air good planes and he deserves it you should be proud of that . a man should be paid for that .,3.511111111111111,15.0,45,8,2,1,3,4.090909090909091,0,0.0
5156,Ses03M_script01_3_M044,[GARBAGE] Annie,xxx, garbage annie,6.0,2.0,2,0,0,0,1,1.0,2,1.0
5157,Ses03M_script01_3_M045,Annie I'm going to make a fortune for you.,hap,annie i m going to make a fortune for you .,3.0,11.0,11,3,0,0,1,3.6666666666666665,1,0.09090909090909091
5158,Ses03M_script01_3_F034,What am I going to do with a fortune?,hap,what am i going to do with a fortune ?,2.9,10.0,10,3,1,0,1,10.0,0,0.0
5159,Ses03M_script01_3_M046,Buy some hats?,hap,buy some hats ?,3.0,4.0,4,1,0,0,1,2.0,0,0.0
5160,Ses03M_script02_1_M000,"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?",exc,hey what time is it ? this pokes around midnight right ? god this is great isn t it ?,3.3,6.666666666666667,20,5,2,0,3,3.3333333333333335,1,0.05
5161,Ses03M_script02_1_M001,Look at the night we got.  I wouldn't trade this for anything.,exc,look at the night we got . i wouldn t trade this for anything .,3.2666666666666666,7.5,15,3,1,0,2,7.5,0,0.0
5162,Ses03M_script02_1_M002,You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?,exc,you know actually i wanted to go a little further up the coast and get away from all the lights and people but i was afraid you d miss it . how are you doing ?,3.4444444444444446,18.0,36,9,1,0,2,6.0,0,0.0
5163,Ses03M_script02_1_F000,Fine.,xxx,fine .,2.5,2.0,2,0,0,0,1,2.0,0,0.0
5164,Ses03M_script02_1_M003,"Is that, is that, nah, is that just Paul?  I can't even tell.",exc,is that is that nah is that just paul ? i can t even tell .,2.75,8.0,16,5,0,0,2,16.0,1,0.0625
5165,Ses03M_script02_1_M004,"But if I can't tell, it probably isn't them isn't it?  Probably would be unmistakable wouldn't you think?  How are you doing?",exc,but if i can t tell it probably isn t them isn t it ? probably would be unmistakable wouldn t you think ? how are you doing ?,3.3448275862068964,9.666666666666666,29,9,3,0,3,9.666666666666666,0,0.0
5166,Ses03M_script02_1_M005,"Oh, you know what I forgot?  I forgot my flashlight.  How could I be so stupid?  I should've brought my flashlight.",exc,oh you know what i forgot ? i forgot my flashlight . how could i be so stupid ? i should ve brought my flashlight .,3.4615384615384617,6.5,26,8,1,0,4,4.333333333333333,0,0.0
5167,Ses03M_script02_1_F001,What flashlight?,xxx,what flashlight ?,5.0,3.0,3,1,0,0,1,3.0,0,0.0
5168,Ses03M_script02_1_M006,"You know, the flashlight, the silver one?  There's only one isn't there?",xxx,you know the flashlight the silver one ? there s only one isn t there ?,3.5,8.0,16,2,0,0,2,8.0,0,0.0
5169,Ses03M_script02_1_F002,It's not your flashlight.,xxx,it s not your flashlight .,3.5,6.0,6,1,0,0,1,6.0,0,0.0
5170,Ses03M_script02_1_M007,"Well, whose is it?",xxx,well whose is it ?,2.8,5.0,5,1,0,0,1,0.0,0,0.0
5171,Ses03M_script02_1_F003,It's ours.  Mine too.,xxx,it s ours . mine too .,2.2857142857142856,3.5,7,2,0,0,2,0.0,0,0.0
5172,Ses03M_script02_1_M008,"Well, sure.",xxx,well sure .,3.0,3.0,3,0,1,0,1,0.0,0,0.0
5173,Ses03M_script02_1_F004,"Well, you keep saying it's my flashlight like it's only your flashlight.  I mean, how do you think that makes me feel?",xxx,well you keep saying it s my flashlight like it s only your flashlight . i mean how do you think that makes me feel ?,3.5384615384615383,13.0,26,8,2,0,2,6.5,0,0.0
5174,Ses03M_script02_1_M009,"No.  Of course, our flashlight.  Yours and mine.  Me flashlight is su flashlight, naturally.",xxx,no . of course our flashlight . yours and mine . me flashlight is su flashlight naturally .,4.111111111111111,4.5,18,1,2,0,4,3.6,1,0.05555555555555555
5175,Ses03M_script02_1_M010,How could we have not thought to bring it?  I hope the moon stays out.,xxx,how could we have not thought to bring it ? i hope the moon stays out .,3.235294117647059,8.5,17,5,1,0,2,4.25,0,0.0
5176,Ses03M_script02_1_M011,Was it a full moon last year when they were running?  I can't remember.  Do you remember?,xxx,was it a full moon last year when they were running ? i can t remember . do you remember ?,3.3333333333333335,7.0,21,7,2,0,3,3.5,0,0.0
5177,Ses03M_script02_1_F005,Yes.,neu,yes .,2.0,2.0,2,0,0,0,1,0.0,0,0.0
5178,Ses03M_script02_1_M012,Are you cold?  Do you want my jacket?,xxx,are you cold ? do you want my jacket ?,2.9,5.0,10,3,1,0,2,5.0,0,0.0
5179,Ses03M_script02_1_M013,"We should've brought the blanket, our blanket.",xxx,we should ve brought the blanket our blanket .,4.222222222222222,9.0,9,2,0,0,1,3.0,0,0.0
5180,Ses03M_script02_1_M014,"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.",exc,god . oh you know what would be good right about now ? a six pack . a six pack would be just the ticket .,3.076923076923077,6.5,26,3,1,0,4,6.5,0,0.0
5181,Ses03M_script02_1_M015,"I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]",exc,i m so stupid i should ve brought a six pack . god i m like a little kid . it s amazing i get out of the house with my fly zipped up . oh laughter ,2.972972972972973,9.25,37,8,4,0,4,3.7,1,0.02702702702702703
5182,Ses03M_script02_1_M016,I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,exc,i wonder if they can hear us talk ? or feel the vibrations in the sand when we move around ?,3.4285714285714284,10.5,21,5,1,0,2,3.0,1,0.047619047619047616
5183,Ses03M_script02_1_F006,"Look, I'm cold.",xxx,look i m cold .,2.2,5.0,5,0,1,0,1,5.0,0,0.0
5184,Ses03M_script02_1_M017,Do you want my jacket?,neu,do you want my jacket ?,3.0,6.0,6,2,0,0,1,6.0,0,0.0
5185,Ses03M_script02_1_F007,"It's past eleven, let's go.",fru,it s past eleven let s go .,2.5,8.0,8,2,2,0,1,4.0,0,0.0
5186,Ses03M_script02_1_M018,What?  Are you kidding me?  We just got here.  We miss it.  What's the point of coming down here if we just turn around and go home?,xxx,what ? are you kidding me ? we just got here . we miss it . what s the point of coming down here if we just turn around and go home ?,3.0606060606060606,6.6,33,8,0,0,5,5.5,1,0.030303030303030304
5187,Ses03M_script02_1_F008,There is no point in coming down here.,fru,there is no point in coming down here .,3.4444444444444446,9.0,9,2,0,0,1,4.5,0,0.0
5188,Ses03M_script02_1_M019,Right.,xxx,right .,3.0,2.0,2,0,0,0,1,0.0,0,0.0
5189,Ses03M_script02_1_F009,That's my point.,fru,that s my point .,2.6,5.0,5,0,1,0,1,5.0,0,0.0
5190,Ses03M_script02_1_M020,That's my point too...No.  No.  That's not my point.  My point is what's the point if we come down here if we just turn around and leave?,fru,that s my point too . . .no . no . that s not my point . my point is what s the point if we come down here if we just turn around and leave ?,2.8378378378378377,9.25,37,6,1,0,4,6.166666666666667,0,0.0
5191,Ses03M_script02_1_F010,So let's go.,xxx,so let s go .,1.8,5.0,5,2,0,0,1,0.0,0,0.0
5192,Ses03M_script02_1_M021,"I mean, don't you want to see it?",xxx,i mean don t you want to see it ?,2.4,10.0,10,3,2,0,1,0.0,0,0.0
5193,Ses03M_script02_1_F011,Not particularly.,xxx,not particularly .,5.333333333333333,3.0,3,0,0,0,1,3.0,0,0.0
5194,Ses03M_script02_1_M022,Why not?,xxx,why not ?,2.3333333333333335,3.0,3,0,0,0,1,0.0,0,0.0
5195,Ses03M_script02_1_F012,I don't know.  I just don't.,xxx,i don t know . i just don t .,2.0,5.0,10,3,2,0,2,0.0,0,0.0
5196,Ses03M_script02_1_M023,"Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up.",exc,honey this is a natural phenomenon . it only happens once a year . i mean think about the people in kansas they would have to get hotel reservations and plane tickets to come and see this . we re only forty minutes away . this is too good to pass up .,3.7547169811320753,10.6,53,10,5,0,5,4.416666666666667,0,0.0
5197,Ses03M_script02_1_F013,"Pass up what?  These fish swim up to shore, on the beach and then they flop around a little, they swim away and then they die.",fru,pass up what ? these fish swim up to shore on the beach and then they flop around a little they swim away and then they die .,3.5,14.0,28,5,1,0,2,3.5,0,0.0
5198,Ses03M_script02_1_M024,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",exc,well this is like the highlight the one night of their lives and that flopping around that s laying eggs or spawning or mating or whatever you call it .,4.1,30.0,30,6,0,0,1,3.3333333333333335,3,0.1
5199,Ses03M_script02_1_M025,"But this is the big night for these guys.  Their last, life's last orgy.",exc,but this is the big night for these guys . their last life s last orgy .,3.2941176470588234,8.5,17,2,3,0,2,3.4,2,0.11764705882352941
5200,Ses03M_script02_1_F014,"What are you getting so excited about?  I mean, it's not like it's like the landing on the moon or something.  I mean, it's just fish, fish that nobody eats.",xxx,what are you getting so excited about ? i mean it s not like it s like the landing on the moon or something . i mean it s just fish fish that nobody eats .,3.3333333333333335,12.0,36,8,3,0,3,6.0,0,0.0
5201,Ses03M_script02_1_M026,Yeah they do.,exc,yeah they do .,2.75,4.0,4,1,0,0,1,0.0,0,0.0
5202,Ses03M_script02_1_F015,Augie.,fru,augie .,3.0,2.0,2,0,0,0,1,2.0,1,0.5
5203,Ses03M_script02_1_M027,"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",exc,okay . but it s fish that do something that no other fish do . like the swallows in capistrano or the lemmings that throw themselves off the cliffs there s magic here and some mystery and a little bit of unexplainable .,4.116279069767442,14.333333333333334,43,4,5,0,3,3.909090909090909,2,0.046511627906976744
5204,Ses03M_script02_1_M028,"I mean, I can't see how you can not be interested.",xxx,i mean i can t see how you can not be interested .,2.923076923076923,13.0,13,4,2,0,1,13.0,0,0.0
5205,Ses03M_script02_1_F016,I'm just not.,neu,i m just not .,2.0,5.0,5,0,1,0,1,0.0,0,0.0
5206,Ses03M_script02_1_M029,For real?,xxx,for real ?,2.6666666666666665,3.0,3,0,1,0,1,3.0,0,0.0
5207,Ses03M_script02_1_F017,Yes.,xxx,yes .,2.0,2.0,2,0,0,0,1,0.0,0,0.0
5208,Ses03M_script02_1_M030,"I don't get it.  I mean the first time we came to see it, you said it was the best night of your life.",xxx,i don t get it . i mean the first time we came to see it you said it was the best night of your life .,2.814814814814815,13.5,27,7,5,0,2,9.0,0,0.0
5209,Ses03M_script02_1_M031,And last year when we came you ran out of the house so fast you stubbed your toe and you didn't even notice it until we got in the car.,xxx,and last year when we came you ran out of the house so fast you stubbed your toe and you didn t even notice it until we got in the car .,3.28125,32.0,32,6,2,0,1,4.0,1,0.03125
5210,Ses03M_script02_1_F018,"You also could remember that I got sand in my panties, we got in an argument over nothing, you got a sore throat and we didn't even get to see the Grunions.",fru,you also could remember that i got sand in my panties we got in an argument over nothing you got a sore throat and we didn t even get to see the grunions .,3.588235294117647,34.0,34,7,1,0,1,4.857142857142857,2,0.058823529411764705
5211,Ses03M_script02_1_M032,Okay.  We're in a good spot.,xxx,okay . we re in a good spot .,2.3333333333333335,4.5,9,1,1,0,2,9.0,0,0.0
5212,Ses03M_script02_1_F019,You didn't see them the first time either.,fru,you didn t see them the first time either .,3.4,10.0,10,2,2,0,1,10.0,0,0.0
5213,Ses03M_script02_1_M033,"We just weren't in the good spot.  This is a much better spot.  You know, I have a good instincts for these things.",fru,we just weren t in the good spot . this is a much better spot . you know i have a good instincts for these things .,3.2962962962962963,9.0,27,4,3,0,3,6.75,0,0.0
5214,Ses03M_script02_1_M034,"Look, is that...no is that just seaweed?",exc,look is that . . .no is that just seaweed ?,3.0,11.0,11,3,0,0,1,11.0,1,0.09090909090909091
5215,Ses03M_script02_1_M035,"You know, this is great isn't it?  You know, I wouldn't trade this for anything.",exc,you know this is great isn t it ? you know i wouldn t trade this for anything .,3.210526315789474,9.5,19,4,4,0,2,9.5,0,0.0
5216,Ses03M_script02_1_M036,"I mean, think about this, I know you're not interested but just think about this for a minute.",exc,i mean think about this i know you re not interested but just think about this for a minute .,3.7,20.0,20,5,2,0,1,10.0,0,0.0
5217,Ses03M_script02_1_M037,"Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...",exc,somewhere out there there s this huge silver mass of fish heading this way they don t why we don t know why they just some little instinctual fire cracker went off in their bodies . . .,3.8947368421052633,38.0,38,6,5,0,1,4.222222222222222,1,0.02631578947368421
5218,Ses03M_script02_1_M038,"...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.",exc, . . .like and they all just turned at once and formed a line as long as the california coast and started swimming this way . they didn t you know they didn t make a decision they didn t you know have boats or anything . no one sent them an invitation or a map they just started swimming as if that s the only thing that matters .,3.7142857142857144,23.333333333333332,70,15,1,0,3,4.375,0,0.0
5219,Ses03M_script02_1_M039,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",exc,it s single mindedness with no mind . it s urgency that s pure urge and they don t they don t ask it a question they don t give it a name they just swim .,3.189189189189189,18.5,37,7,4,0,2,4.111111111111111,0,0.0
5220,Ses03M_script02_1_M040,They just start swimming to this place right here where we stand for massive celebration of sex and death.,exc,they just start swimming to this place right here where we stand for massive celebration of sex and death .,4.4,20.0,20,3,1,0,1,2.5,0,0.0
5221,Ses03M_script02_1_M041,"Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up.",exc,oh i m giving myself goose bumps . look all my hairs are standing up .,3.4375,8.0,16,5,2,0,2,3.2,1,0.0625
5222,Ses03M_script02_1_F020,That's the wind.,xxx,that s the wind .,2.6,5.0,5,1,0,0,1,5.0,0,0.0
5223,Ses03M_script02_1_M042,[BREATHING] So what do you think?,exc, breathing so what do you think ?,3.7142857142857144,7.0,7,3,0,0,1,7.0,0,0.0
5224,Ses03M_script02_1_F021,About what?,xxx,about what ?,3.3333333333333335,3.0,3,0,0,0,1,0.0,0,0.0
5225,Ses03M_script02_1_M043,About what I just said?,exc,about what i just said ?,3.1666666666666665,6.0,6,1,0,0,1,0.0,0,0.0
5226,Ses03M_script02_1_F022,It's ridiculous.,xxx,it s ridiculous .,3.5,4.0,4,1,1,0,1,4.0,0,0.0
5227,Ses03M_script02_1_M044,It certainly is not.  It's,fru,it certainly is not . it s,2.857142857142857,3.5,7,2,0,0,2,0.0,0,0.0
5228,Ses03M_script02_2_M000,So what do you think?,exc,so what do you think ?,2.8333333333333335,6.0,6,2,0,0,1,0.0,0,0.0
5229,Ses03M_script02_2_F000,About what?,ang,about what ?,3.3333333333333335,3.0,3,0,0,0,1,0.0,0,0.0
5230,Ses03M_script02_2_M001,About what I just said?,fru,about what i just said ?,3.1666666666666665,6.0,6,1,0,0,1,0.0,0,0.0
5231,Ses03M_script02_2_F001,It's ridiculous.,ang,it s ridiculous .,3.5,4.0,4,1,1,0,1,4.0,0,0.0
5232,Ses03M_script02_2_M002,It certainly is not.  It's a slightly exaggerated scientific fact.,fru,it certainly is not . it s a slightly exaggerated scientific fact .,4.230769230769231,6.5,13,2,2,0,2,3.25,0,0.0
5233,Ses03M_script02_2_F002,"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",ang,it s pr . i mean somebody sold you a good bill about this wonderful event that going to happen on the beach .,3.5833333333333335,12.0,24,5,3,0,2,3.4285714285714284,1,0.041666666666666664
5234,Ses03M_script02_2_M003,I'm not the only one.  Look at all these people.,fru,i m not the only one . look at all these people .,2.8461538461538463,6.5,13,1,1,0,2,0.0,0,0.0
5235,Ses03M_script02_2_F003,"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",ang,yeah . everyone else was sold the same thing . i mean look it keeps us excited it keeps us coming back for more and you know keeps us thinking life s going to start any minute now .,3.6666666666666665,13.0,39,13,3,1,3,5.571428571428571,0,0.0
