filename,text,emotion,processed_text
Ses03M_impro01_F010,"No, no, no. Sir,you need to get out of the line--",xxx,no no no . sir you need to get out of the line 
Ses03M_impro01_M011,I'm not going anywhere.  I'm staying right here.,ang,i m not going anywhere . i m staying right here .
Ses03M_impro01_F011,"Well I'm going to have to call- security because sir, you- there are hundreds of people waiting in line at this D.M.V.-- --We're closing in about half an hour...",xxx,well i m going to have to call security because sir you there are hundreds of people waiting in line at this d .m .v . we re closing in about half an hour . . .
Ses03M_impro01_M012,"Hey,uh-- Well that's too bad cause I'm getting my license right now.",ang,hey uh well that s too bad cause i m getting my license right now .
Ses03M_impro01_F012,"You will get your license, sir, you have to go fill out-- --another copy...excuse me?",fru,you will get your license sir you have to go fill out another copy . . .excuse me ?
Ses03M_impro01_M013,Give me my--,fru,give me my 
Ses03M_impro01_M014,"Hey, no, give me that back.",ang,hey no give me that back .
Ses03M_impro01_F013,No.  Now I'm going to take this from you because you are obviously misleading,xxx,no . now i m going to take this from you because you are obviously misleading
Ses03M_impro01_M015,-- No.  I'm not waiting...I'm not coming back again.  I don't have time to come back five days.,ang, no . i m not waiting . . .i m not coming back again . i don t have time to come back five days .
Ses03M_impro01_F014,No.  You couldn't go get another one.,xxx,no . you couldn t go get another one .
Ses03M_impro01_F015,Well then you won't have a license will you?,xxx,well then you won t have a license will you ?
Ses03M_impro01_M016,I'll have a license.,fru,i ll have a license .
Ses03M_impro01_F016,Well not from this department you won't.,fru,well not from this department you won t .
Ses03M_impro01_M017,Yes I will.  I'll have this [GARBAGE],ang,yes i will . i ll have this garbage 
Ses03M_impro01_F017,Sir-,fru,sir 
Ses03M_impro01_M018,just as I want.  Ugh.,fru,just as i want . ugh .
Ses03M_impro01_F018,Sir?  I'm going to ask you one more time and then I'm going to call my supervisor,fru,sir ? i m going to ask you one more time and then i m going to call my supervisor
Ses03M_impro01_F019,who will proceed to call-- security if you can't remove yourself--,fru,who will proceed to call security if you can t remove yourself 
Ses03M_impro01_M019,Fine.  Call your supervisor.  Ask supervisor over,ang,fine . call your supervisor . ask supervisor over
Ses03M_impro01_M020,and I'll tell her how you've been behaving.,fru,and i ll tell her how you ve been behaving .
Ses03M_impro01_F020,Really?,fru,really ?
Ses03M_impro01_M021,How would you like that hmm?,fru,how would you like that hmm ?
Ses03M_impro01_F021,"She's not actually in the building.  She's only on the phone. Sir, please leave this line immediately.",fru,she s not actually in the building . she s only on the phone . sir please leave this line immediately .
Ses03M_impro01_M022,"Oh, okay.  Wow.",fru,oh okay . wow .
Ses03M_impro01_M023,No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,ang,no . i m not going anywhere . i m staying here i am filling out right now okay just calm down . i m filling out right now just take the god damn piece of paper .
Ses03M_impro01_F022,Okay.  I'm going to call security. Security!,ang,okay . i m going to call security . security !
Ses03M_impro01_F023,"I have it.  I'm taking it.  Doesn't mean I'm going to do anything with it.--Get out of my line!  This is my line.  Get out.  All these people--Sir, you are causing a mob in this department.",xxx,i have it . i m taking it . doesn t mean i m going to do anything with it . get out of my line ! this is my line . get out . all these people sir you are causing a mob in this department .
Ses03M_impro01_M024,Okey This is a new one.  Take the new one.,xxx,okey this is a new one . take the new one .
Ses03M_impro01_M025,Do you own the D.M.V.?,xxx,do you own the d .m .v . ?
Ses03M_impro01_M026,I'm sorry she's--these people they just want to get their license--,fru,i m sorry she s these people they just want to get their license 
Ses03M_impro01_F024,"No, You cannot get your license.  You filled out the wrong part of the form.",fru,no you cannot get your license . you filled out the wrong part of the form .
Ses03M_impro01_M027,What are you talking about?  Just transfer it over.  I filled out the new one.,xxx,what are you talking about ? just transfer it over . i filled out the new one .
Ses03M_impro01_F025,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No.  Get out.",ang,this entire time you re fighting with me sir you could ve finished the form and already been half way no . get out .
Ses03M_impro01_M028,I did finish one.  Take it.,ang,i did finish one . take it .
Ses03M_impro01_M029,What is wrong with you?,ang,what is wrong with you ?
Ses03M_impro02_M000,Hey sweetie.,sad,hey sweetie .
Ses03M_impro02_M001,Hey.,sad,hey .
Ses03M_impro02_F000,Um.,hap,um .
Ses03M_impro02_F001,"How's it- going?  Oh I'm so tired.  Oh, I just woke up. Mmm.",xxx,how s it going ? oh i m so tired . oh i just woke up . mmm .
Ses03M_impro02_F002,What's going on?,xxx,what s going on ?
Ses03M_impro02_M002,"Uh, -Um",sad,uh um
Ses03M_impro02_F003,Why the sad face?,hap,why the sad face ?
Ses03M_impro02_M003,they need me out there sooner than I thought,sad,they need me out there sooner than i thought
Ses03M_impro02_F004,Where?  Who?  What are you talking about?,sur,where ? who ? what are you talking about ?
Ses03M_impro02_M004,They want to deploy me next week.,sad,they want to deploy me next week .
Ses03M_impro02_F005,Next week?,sur,next week ?
Ses03M_impro02_F006,Overseas?,xxx,overseas ?
Ses03M_impro02_M005,For--,sad,for 
Ses03M_impro02_F007,For how long this time?,xxx,for how long this time ?
Ses03M_impro02_M006,They said anywhere from two to three years.,sad,they said anywhere from two to three years .
Ses03M_impro02_F008,What?  What do you mean two to three years?  Don't they know that you have a wife and an expectant child?,xxx,what ? what do you mean two to three years ? don t they know that you have a wife and an expectant child ?
Ses03M_impro02_M007,I told them that but they--,xxx,i told them that but they 
Ses03M_impro02_F009,Honey--,fru,honey 
Ses03M_impro02_M008,--need me on the specialist honey.,fru, need me on the specialist honey .
Ses03M_impro02_F010,You can't.  We need you.  I need you.,fru,you can t . we need you . i need you .
Ses03M_impro02_M009,"I don't want to go but,-",fru,i don t want to go but 
Ses03M_impro02_F011,I don't care about the money.,fru,i don t care about the money .
Ses03M_impro02_M010,but they said they'd increase my pay by triple-there promotion.,fru,but they said they d increase my pay by triple there promotion .
Ses03M_impro02_F012,And you're leaving next week so you won't even be here for Anna's birth?,xxx,and you re leaving next week so you won t even be here for anna s birth ?
Ses03M_impro02_M011,No.,sad,no .
Ses03M_impro02_F013,Do this whole thing by myself?,sad,do this whole thing by myself ?
Ses03M_impro02_M012,Honey you're not going to be by yourself--,sad,honey you re not going to be by yourself 
Ses03M_impro02_M013,"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.",neu,we ll have internet set up we ll get web cameras and everything . my whole family s here too .
Ses03M_impro02_F014,Carry her for nine months and then yes.,sad,carry her for nine months and then yes .
Ses03M_impro02_M014,Honey.,xxx,honey .
Ses03M_impro02_F015,It's not the same thing.  It's not like having you here.,sad,it s not the same thing . it s not like having you here .
Ses03M_impro02_F016,I can't do this.,sad,i can t do this .
Ses03M_impro02_M015,"You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?",neu,you can do it . alright ? you can you can be strong you can be strong for both of us alright ?
Ses03M_impro02_F017,I'm sick of being strong-- --for us.,sad,i m sick of being strong for us .
Ses03M_impro02_M016,I don't know what to do.,sad,i don t know what to do .
Ses03M_impro02_M017,I don't want to - I don't- I don't want to go.,fru,i don t want to i don t i don t want to go .
Ses03M_impro02_M018,What am I supposed to do?,fru,what am i supposed to do ?
Ses03M_impro02_F018,You can say no?,fru,you can say no ?
Ses03M_impro02_M019,You know I can't say no.,sad,you know i can t say no .
Ses03M_impro02_F019,You could.  You really could.  You could-- --get into another line of work.  I could start working after Anna's born?,fru,you could . you really could . you could get into another line of work . i could start working after anna s born ?
Ses03M_impro02_M020,The last guy who said no was fired.,fru,the last guy who said no was fired .
Ses03M_impro02_M021,I put in fifteen years in this job.,fru,i put in fifteen years in this job .
Ses03M_impro02_F020,I know.,fru,i know .
Ses03M_impro02_M022,I'm so close.  Five more years and I retire-,fru,i m so close . five more years and i retire 
Ses03M_impro02_M023,and we'll have that happy life.,fru,and we ll have that happy life .
Ses03M_impro02_F021,Happiness for me is having you here with me,xxx,happiness for me is having you here with me
Ses03M_impro02_F022,"and watch our child grow, see her take her first steps, her first words.",sad,and watch our child grow see her take her first steps her first words .
Ses03M_impro02_M024,Honey after a year I can be back.,sad,honey after a year i can be back .
Ses03M_impro02_F023,You said two years.,sad,you said two years .
Ses03M_impro02_M025,They want me there two years but I could probably get,sad,they want me there two years but i could probably get
Ses03M_impro02_M026,maybe get some vacation-- --once it quiets down there.,sad,maybe get some vacation once it quiets down there .
Ses03M_impro02_F024,A whole year? --We're not talking about like a couple months here.  I mean this is a whole year.,sad,a whole year ? we re not talking about like a couple months here . i mean this is a whole year .
Ses03M_impro02_M027,I know.  I know.  But they really need some good guys there.,sad,i know . i know . but they really need some good guys there .
Ses03M_impro02_F025,What could happen in a year?,sad,what could happen in a year ?
Ses03M_impro02_F026,And this isn't the first time you know?  I mean you always...sending you off to different places and...,sad,and this isn t the first time you know ? i mean you always . . .sending you off to different places and . . .
Ses03M_impro02_M028,Well that's the kind of work I'm in honey.,sad,well that s the kind of work i m in honey .
Ses03M_impro02_F027,I don't know if that's how I want to live my life.,sad,i don t know if that s how i want to live my life .
Ses03M_impro02_M029,It's just going to be--it's going to go faster than you think.,sad,it s just going to be it s going to go faster than you think .
Ses03M_impro02_F028,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",sad,joe i m serious i don t want to have to have a little girl to tell . . .asking every day where s daddy where s daddy and have to tell her that he s away 
Ses03M_impro02_F029,far away and he won't be here.,sad,far away and he won t be here .
Ses03M_impro02_M030,You tell her-- [BREATHING],sad,you tell her breathing 
Ses03M_impro02_F030,I'm done.  I can't honey.,sad,i m done . i can t honey .
Ses03M_impro02_M031,What do you mean?,sad,what do you mean ?
Ses03M_impro02_F031,It's over.,sad,it s over .
Ses03M_impro02_M032,What?,sur,what ?
Ses03M_impro02_F032,Honey I can't do it anymore.,sad,honey i can t do it anymore .
Ses03M_impro02_M033,Are you kidding me?  No.,sur,are you kidding me ? no .
Ses03M_impro02_F033,I need you here.  Anna needs you.,sad,i need you here . anna needs you .
Ses03M_impro02_M034,So I have--you want me to choose between you guys or my career?,fru,so i have you want me to choose between you guys or my career ?
Ses03M_impro02_F034,yeah.,sad,yeah .
Ses03M_impro02_M035,What am I going to do?,fru,what am i going to do ?
Ses03M_impro02_F035,"Priorities honey, priorities.",fru,priorities honey priorities .
Ses03M_impro02_M036,I want to--what am I going to do if I leave this job?,fru,i want to what am i going to do if i leave this job ?
Ses03M_impro02_F036,You're smart.  You could go back to school--,fru,you re smart . you could go back to school 
Ses03M_impro02_F037,finish your Master's that you were started never finished.,fru,finish your master s that you were started never finished .
Ses03M_impro02_M037,Fine.  I'll see if I can talk to them.,fru,fine . i ll see if i can talk to them .
Ses03M_impro03_M000,Hey.,exc,hey .
Ses03M_impro03_F000,Hey.,xxx,hey .
Ses03M_impro03_M001,"Esmeralda, guess what?",exc,esmeralda guess what ?
Ses03M_impro03_F001,What?,exc,what ?
Ses03M_impro03_M002,[LAUGHTER] Guess who just got hitched?,exc, laughter guess who just got hitched ?
Ses03M_impro03_F002,Shut up. Oh my God.  Really? Just like that?  You just asked the question and what...how did you ask?,sur,shut up . oh my god . really ? just like that ? you just asked the question and what . . .how did you ask ?
Ses03M_impro03_M003,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.,exc,this guy . yeah . can you believe it ? she said yes too . yeah . she said yes .
Ses03M_impro03_M004,Okay we were at Chuck E. Cheese.,exc,okay we were at chuck e . cheese .
Ses03M_impro03_F003,"Chuck E. Cheese?  Ah, man that is so lame.",exc,chuck e . cheese ? ah man that is so lame .
Ses03M_impro03_F004,Are you serious [GARBAGE] man?,exc,are you serious garbage man ?
Ses03M_impro03_M005,Get the big pizza--and I put it in the pizza and she ate so [GARBAGE],xxx,get the big pizza and i put it in the pizza and she ate so garbage 
Ses03M_impro03_F005,Oh like that one movie.  What's that one movie I just saw? No.  Where she like swallows the...,exc,oh like that one movie . what s that one movie i just saw ? no . where she like swallows the . . .
Ses03M_impro03_M006,American Pie? Ah.,xxx,american pie ? ah .
Ses03M_impro03_F006,"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay.",exc,oh i don t remember . everybody says i love you with drew barrymore . . .no you haven t seen it ? okay .
Ses03M_impro03_M007,"Yeah.  It sounds like a chick flick. Anyways so, she gets the ring and she goes,",xxx,yeah . it sounds like a chick flick . anyways so she gets the ring and she goes 
Ses03M_impro03_F007,Yeah.  Well...,xxx,yeah . well . . .
Ses03M_impro03_M008,"Barry what's this?  And I go, I don't know.  She goes--",xxx,barry what s this ? and i go i don t know . she goes 
Ses03M_impro03_F008,She calls you Barry?,xxx,she calls you barry ?
Ses03M_impro03_M009,That's my name.,xxx,that s my name .
Ses03M_impro03_F009,"Oh, okay.  Well I call you Joe cause you're middle name Joseph.",xxx,oh okay . well i call you joe cause you re middle name joseph .
Ses03M_impro03_M010,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",xxx,barry joe b .j . laughter oh you dirty dirty girl . you re so dirty .
Ses03M_impro03_F010,[LAUGHTER] So nasty. No you... dirty me?,exc, laughter so nasty . no you . . . dirty me ?
Ses03M_impro03_F011,Okay.,xxx,okay .
Ses03M_impro03_M011,"Ah...Anyways, so she took the ring and she goes, is this real?  So I was like, of course--",exc,ah . . .anyways so she took the ring and she goes is this real ? so i was like of course 
Ses03M_impro03_M012,Sara and I--,hap,sara and i 
Ses03M_impro03_F012,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,hap,she actually asked if it was real ? i would ve probably asked the same thing considering you were in chuck e . cheese .
Ses03M_impro03_M013,Come on. It was her birthday.,exc,come on . it was her birthday .
Ses03M_impro03_F013,Because of Chuck E. Cheese?,xxx,because of chuck e . cheese ?
Ses03M_impro03_F014,"Oh, man. How old are you? Five?",xxx,oh man . how old are you ? five ?
Ses03M_impro03_M014,She wanted...she always wants something spontaneous.,hap,she wanted . . .she always wants something spontaneous .
Ses03M_impro03_F015,"Yeah.  That's, you know, okay.",neu,yeah . that s you know okay .
Ses03M_impro03_M015,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",hap,i couldn t i couldn t afford the red lobster . laughter what anyway ?
Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",hap,oh god ! you are damn cheap cheap cheap . anyways moving on . it s not like you re poor . i mean your dad makes . . . okey
Ses03M_impro03_M016,So Okay then and.,hap,so okay then and .
Ses03M_impro03_M017,"I got all the character animals to do a conga line,",hap,i got all the character animals to do a conga line 
Ses03M_impro03_M018,"dim down the lights and uh, I got on one of the tables pulled her up.",hap,dim down the lights and uh i got on one of the tables pulled her up .
Ses03M_impro03_F017,You had the mouse?,hap,you had the mouse ?
Ses03M_impro03_F018,Isn't it a rat?  It's a rat.  Chuck E. Cheese?,neu,isn t it a rat ? it s a rat . chuck e . cheese ?
Ses03M_impro03_M019,Yeah.,hap,yeah .
Ses03M_impro03_M020,"Chucky...I don't know.  I don't know. Anyways, I pull her up and I go, I go Sarah",hap,chucky . . .i don t know . i don t know . anyways i pull her up and i go i go sarah
Ses03M_impro03_F019,Okay. [LAUGHTER],xxx,okay . laughter 
Ses03M_impro03_M021,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",hap,you re my guiding light then they put on that song the i ve had the time of my life that song .
Ses03M_impro03_F020,Oh my God.,xxx,oh my god .
Ses03M_impro03_F021,"Okay, that is really cheesy Joe.",hap,okay that is really cheesy joe .
Ses03M_impro03_M022,"And I go, I want to spend the rest of my life with you.",xxx,and i go i want to spend the rest of my life with you .
Ses03M_impro03_F022,Oh that's kind of sweet.,hap,oh that s kind of sweet .
Ses03M_impro03_M023,And I love you baby.  And I want you to marry me.,xxx,and i love you baby . and i want you to marry me .
Ses03M_impro03_F023,"Wait, wait, wait I want you to marry me?  No, shouldn't you like be more like a question like, would you marry me?  Not like I want you to marry me.  It's like a demand.",exc,wait wait wait i want you to marry me ? no shouldn t you like be more like a question like would you marry me ? not like i want you to marry me . it s like a demand .
Ses03M_impro03_F024,"You marry me. I man I Jane, you Tarzan.",exc,you marry me . i man i jane you tarzan .
Ses03M_impro03_M024,"No. Well that's what I said, spur of the moment--and she goes, she goes,",xxx,no . well that s what i said spur of the moment and she goes she goes 
Ses03M_impro03_M025,sure.  And that was it.,xxx,sure . and that was it .
Ses03M_impro03_F025,She said sure?,hap,she said sure ?
Ses03M_impro03_F026,Sure?  Who says sure?  You say yes...I don't like--,hap,sure ? who says sure ? you say yes . . .i don t like 
Ses03M_impro03_M026,"Yeah, she goes--",xxx,yeah she goes 
Ses03M_impro03_M027,Cause she was a little confused at first but then she said yes.,xxx,cause she was a little confused at first but then she said yes .
Ses03M_impro03_F027,How long have you guys been going out?,hap,how long have you guys been going out ?
Ses03M_impro03_M028,About two and a half weeks.,neu,about two and a half weeks .
Ses03M_impro03_F028,What?,sur,what ?
Ses03M_impro03_M029,Two and ...  We love each other. Yeah.,hap,two and . . . we love each other . yeah .
Ses03M_impro03_F029,What?,sur,what ?
Ses03M_impro03_F030,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,sur,okay . i haven t seen you in about two and a half years and i come back and you re getting engaged to somebody you only knew for
Ses03M_impro03_M030,"You got to meet her, she's wonderful.",hap,you got to meet her she s wonderful .
Ses03M_impro03_F031,"No, no, no.  You don't get married in two and a half weeks.  It doesn't work that way.  You don't even have sex----in two and a half weeks.",xxx,no no no . you don t get married in two and a half weeks . it doesn t work that way . you don t even have sex in two and a half weeks .
Ses03M_impro03_M031,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great.  She has so much life and energy and stuff.,hap,she just graduated from high school and she s planning to apply for colleges and stuff .she s so great . she has so much life and energy and stuff .
Ses03M_impro03_F032,What? Oh my god.,xxx,what ? oh my god .
Ses03M_impro03_F033,She must be hot.,hap,she must be hot .
Ses03M_impro03_F034,"Yeah, that's it.  She's hot and you are- getting married.",xxx,yeah that s it . she s hot and you are getting married .
Ses03M_impro03_M032,"Yeah, she is good-looking.",hap,yeah she is good looking .
Ses03M_impro03_F035,I cannot believe you.  Why do you want to get married?  You're a boy.  You're a little boy.,xxx,i cannot believe you . why do you want to get married ? you re a boy . you re a little boy .
Ses03M_impro03_M033,I'm twenty eight years old.,neu,i m twenty eight years old .
Ses03M_impro03_F036,You still act like a boy.  And men take a lot longer to grow----I will tell you.,neu,you still act like a boy . and men take a lot longer to grow i will tell you .
Ses03M_impro03_M034,Well that's why I'm dating someone who's just eighteen years old. Jesus. I think she's ready to have kids already.,xxx,well that s why i m dating someone who s just eighteen years old . jesus . i think she s ready to have kids already .
Ses03M_impro03_F037,Oh man.,xxx,oh man .
Ses03M_impro03_F038,What?  Eighteen?,xxx,what ? eighteen ?
Ses03M_impro03_M035,I'm so excited.  It's going to be great.,exc,i m so excited . it s going to be great .
Ses03M_impro03_F039,I can't believe you.  I can't believe it.  Well I'm going to be there.  I'll be at that wedding but I'll be in the back.,xxx,i can t believe you . i can t believe it . well i m going to be there . i ll be at that wedding but i ll be in the back .
Ses03M_impro03_M036,She just...she just...we're in a good position too.  She just got promoted to assistant manager at Jack In The Box,xxx,she just . . .she just . . .we re in a good position too . she just got promoted to assistant manager at jack in the box
Ses03M_impro03_M037,-and so... yeah.,xxx, and so . . . yeah .
Ses03M_impro03_F040,Wow. Very promising.  Yeah.  Very promising future and what are you doing?,xxx,wow . very promising . yeah . very promising future and what are you doing ?
Ses03M_impro03_M038,I'm still working at my parents' restaurant. Busing tables.,neu,i m still working at my parents restaurant . busing tables .
Ses03M_impro03_F041,Alright. Yeah.  Have a kid.  Make a beautiful life.,xxx,alright . yeah . have a kid . make a beautiful life .
Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,hap,oh that s great . my mom said we can move in with her again if we run out of money .
Ses03M_impro03_F042,"You, You are too much, I can't handle it.",xxx,you you are too much i can t handle it .
Ses03M_impro03_M040,I'm so happy.,xxx,i m so happy .
Ses03M_impro04_F000,What's going on man?  What's wrong?,xxx,what s going on man ? what s wrong ?
Ses03M_impro04_M000,I'm just so tired all the time.,sad,i m just so tired all the time .
Ses03M_impro04_F001,"Well have you been trying to get a job, look for a job or...?",neu,well have you been trying to get a job look for a job or . . . ?
Ses03M_impro04_M001,I've been looking for like eight months.,fru,i ve been looking for like eight months .
Ses03M_impro04_F002,I know.  It- It's really tough out there.  It's really hard to find a job.,fru,i know . it it s really tough out there . it s really hard to find a job .
Ses03M_impro04_M002,"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.",fru,i m tired of the same excuses . no no you re not qualified enough wish you had more education .
Ses03M_impro04_F003,Well what are you looking for?  I mean--,neu,well what are you looking for ? i mean 
Ses03M_impro04_M003,Last time someone told me I was too qualified.,xxx,last time someone told me i was too qualified .
Ses03M_impro04_F004,"Well, okay. Well that's--",neu,well okay . well that s 
Ses03M_impro04_M004,Cause I went to Harvard.,ang,cause i went to harvard .
Ses03M_impro04_F005,"Well, that's what?  For what job?  Who...what jobs are you looking for?",sur,well that s what ? for what job ? who . . .what jobs are you looking for ?
Ses03M_impro04_M005,I applied as restaurant manager at P.F. Chang.  I applied at----Macy's store manager. Tried to get investment banking job with Deloitte and Touche.  I'm trying everywhere.,fru,i applied as restaurant manager at p .f . chang . i applied at macy s store manager . tried to get investment banking job with deloitte and touche . i m trying everywhere .
Ses03M_impro04_F006,"Yeah.  Well it seems to me, you know, you just got to keep going out there, you know, pushing through.  You got a Harvard degree.  I mean, you can get a job anywhere.",xxx,yeah . well it seems to me you know you just got to keep going out there you know pushing through . you got a harvard degree . i mean you can get a job anywhere .
Ses03M_impro04_M006,You know what?  I've been working at temp jobs for the past six months.  You know how degrading it is?,fru,you know what ? i ve been working at temp jobs for the past six months . you know how degrading it is ?
Ses03M_impro04_F007,Yeah.,sad,yeah .
Ses03M_impro04_M007,To be a receptionist?  Oh I spent forty thousand dollar a year for my college degree and I'm a receptionist.  God.,xxx,to be a receptionist ? oh i spent forty thousand dollar a year for my college degree and i m a receptionist . god .
Ses03M_impro04_F008,Yeah.,sad,yeah .
Ses03M_impro04_M008,I'm smarter than half the people I work for.,ang,i m smarter than half the people i work for .
Ses03M_impro04_F009,"Well, what do you...what would ideally like to do, you know?",xxx,well what do you . . .what would ideally like to do you know ?
Ses03M_impro04_M009,I don't know astronaut?  I don't know something crazy like that.,fru,i don t know astronaut ? i don t know something crazy like that .
Ses03M_impro04_F010,Well what'd you major in?,exc,well what d you major in ?
Ses03M_impro04_M010,Biomedical Engineering.,fru,biomedical engineering .
Ses03M_impro04_F011,"You-You can't be working as a restaurant manager, I mean, come on.",xxx,you you can t be working as a restaurant manager i mean come on .
Ses03M_impro04_M011,"I don't want to do engineering though.  It's so...I had the internship what, last summer,",fru,i don t want to do engineering though . it s so . . .i had the internship what last summer 
Ses03M_impro04_M012,"and I was pulling my hair out and it was like, oh my God.  So I just had to finish the major so now they're like, why are you an engineering major, and why are you working, trying to work at a restaurant.  And it's like I don't know just give me the damn job.",fru,and i was pulling my hair out and it was like oh my god . so i just had to finish the major so now they re like why are you an engineering major and why are you working trying to work at a restaurant . and it s like i don t know just give me the damn job .
Ses03M_impro04_F012,Look I'm sorry-,xxx,look i m sorry 
Ses03M_impro04_M013,Why all these questions?,fru,why all these questions ?
Ses03M_impro04_F013,"You know if you need any help finding a place I can, I can talk to my work you know I work at that law firm downtown and I can ask if they're looking for anybody.",xxx,you know if you need any help finding a place i can i can talk to my work you know i work at that law firm downtown and i can ask if they re looking for anybody .
Ses03M_impro04_M014,Oh yeah?  What kind of jobs they got?,neu,oh yeah ? what kind of jobs they got ?
Ses03M_impro04_F014,I am...just like a law clerk.,neu,i am . . .just like a law clerk .
Ses03M_impro04_M015,I don't want to be a law clerk.,dis,i don t want to be a law clerk .
Ses03M_impro04_F015,"Well, I'm moving up.  I mean it could be...",neu,well i m moving up . i mean it could be . . .
Ses03M_impro04_M016,"To be a lawyer?  You go to law school now?  God this is, all these dead ends.",fru,to be a lawyer ? you go to law school now ? god this is all these dead ends .
Ses03M_impro04_M017,And plus my car is breaking down-,fru,and plus my car is breaking down 
Ses03M_impro04_M018,-they're evicting me from my apartment.,fru, they re evicting me from my apartment .
Ses03M_impro04_F016,"Well it doesn't make any sense though.  Like, with a Harvard degree you should be able to--",xxx,well it doesn t make any sense though . like with a harvard degree you should be able to 
Ses03M_impro04_M019,Yeah.  I know.  You'd think I would be able to be C.E.O. of a company right?,xxx,yeah . i know . you d think i would be able to be c .e .o . of a company right ?
Ses03M_impro04_F017,"Just, you got to hang in there.  Can you ask your parents for help or anybody?",xxx,just you got to hang in there . can you ask your parents for help or anybody ?
Ses03M_impro04_M020,"No.  I'm not going to...yeah, they'd laugh in my face.",fru,no . i m not going to . . .yeah they d laugh in my face .
Ses03M_impro04_F018,"Just for a little bit, you know?  Cause I-I guarantee you're going to find something.  When you find something it's just going to be huge and you're going to get money.",xxx,just for a little bit you know ? cause i i guarantee you re going to find something . when you find something it s just going to be huge and you re going to get money .
Ses03M_impro04_M021,No. I got a sixteen hundred on my S.A.T..,fru,no . i got a sixteen hundred on my s .a .t . .
Ses03M_impro04_F019,Something-- How are you going...?,xxx,something how are you going . . . ?
Ses03M_impro04_M022,I'm freaking----typing sixty words a minute.,fru,i m freaking typing sixty words a minute .
Ses03M_impro04_F020,How many words a minute?,xxx,how many words a minute ?
Ses03M_impro04_M023,"Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith.",fru,sixty words . sixty words a minute . hey how are you doing mr . smith ? oh you know it s just like god i just want to shoot you mr . smith .
Ses03M_impro04_F021,Sixty words a minute.  That's a min...a word per min uh second.,xxx,sixty words a minute . that s a min . . .a word per min uh second .
Ses03M_impro04_M024,Yeah.  It's alright.  But--,neu,yeah . it s alright . but 
Ses03M_impro04_F022,You could be an amazing receptionist.,xxx,you could be an amazing receptionist .
Ses03M_impro04_M025,I'm not cut to be a receptionist.,fru,i m not cut to be a receptionist .
Ses03M_impro04_M026,No.,sad,no .
Ses03M_impro04_M027,"Oh yeah.  I will be a full time receptionist.  Harvard degree, sixteen hundred on my S.A.T.--",fru,oh yeah . i will be a full time receptionist . harvard degree sixteen hundred on my s .a .t . 
Ses03M_impro04_F023,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",neu,well . . . if you need something i mean you re just going to can get a temporary thing right now and then look for something 
Ses03M_impro04_M028,--you know? Head of the Science Club.,fru, you know ? head of the science club .
Ses03M_impro04_M029,"That's what I've been doing, temporary things",fru,that s what i ve been doing temporary things
Ses03M_impro04_F024,Oh I know.  But--,fru,oh i know . but 
Ses03M_impro04_F025,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",neu, it s going to get better i promise you . you just got to hang in there . everyone i mean you know ?
Ses03M_impro04_M030,Maybe I'll just kill myself.,sad,maybe i ll just kill myself .
Ses03M_impro04_F026,What?  You can't...what?  Now come on.  Stop it.  Don't be talking like that.,sur,what ? you can t . . .what ? now come on . stop it . don t be talking like that .
Ses03M_impro04_M031,I was just joking...,sad,i was just joking . . .
Ses03M_impro04_M032,I don't know.,xxx,i don t know .
Ses03M_impro04_F027,"My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections?  Don't they have like career center and you can find some stuff that's going on?",xxx,my what i would do was just you know what about can you call harvard and see . . .don t they have connections ? don t they have like career center and you can find some stuff that s going on ?
Ses03M_impro04_M033,Yeah.  I--they said Brian you're too smart.  You don't need us.,fru,yeah . i they said brian you re too smart . you don t need us .
Ses03M_impro04_M034,Go out and take over the world by yourself and I'm like what?,fru,go out and take over the world by yourself and i m like what ?
